	fullname	id	likes	replies	retweets	text	timestamp	url	user	sentiment score
107	News Bharati	951099892486701056	0	0	0	#Cholera kills 2,235 people in #Yemen ; 75% of #Yemenis are still in need of #humanitarian #assistance : http://www.newsbharati.com//Encyc/2018/1/10/Yemen-cholera-outbreak.html … via @newsbharati #YemenGenocide #YemenConflict #Yemeni #YemeniBahais #YemenFamine #CholeraOutBreak #CholeraWatch #YemenWar #YemenCrisis #CivilWar	2018-01-10 14:34:19	/NewsBharati/status/951099892486701056	NewsBharati	0.0
108	Tikambe	951097414240342016	0	0	0	Zambian Government yesterday launched one of its biggest ever Cholera vaccination drives, in the wake of a Cholera outbreak in Lusaka #CholeraWatch	2018-01-10 14:24:28	/tikambezambia/status/951097414240342019	tikambezambia	0.0
109	IshiwiMyVoice	951096446786424832	0	0	0	What can you do to help keep your surroundings clean? #CholeraWatch	2018-01-10 14:20:38	/IshiwiMyVoice/status/951096446786424833	IshiwiMyVoice	0.3666666666666667
110	Margaret Samulela	951095856178098176	0	1	0	Turns out the two have known each other since the UBZ days.....Dear Cholera, please don't be the reason for a longterm friendship break-up #CholeraWatch #Lusaka #Zambia	2018-01-10 14:18:17	/mangalita5/status/951095856178098177	mangalita5	-0.125
111	Mwebantu	951094684667076608	58	5	22	#ZAMBIA: @MTN_Zambia made a donation of 300 bins, 60 vests and a K100, 000 cheque to the MoH & LCC toward the fight against the cholera outbreak. #CholeraWatch pic.twitter.com/wLGBJlrvaF	2018-01-10 14:13:37	/Mwebantu/status/951094684667076608	Mwebantu	0.0
112	IshiwiMyVoice	951094639070797824	0	0	1	Symptoms of Cholera #CholeraWatch pic.twitter.com/7Y1QWsSUWD	2018-01-10 14:13:27	/IshiwiMyVoice/status/951094639070797826	IshiwiMyVoice	0.0
113	Tikambe	951094638881931264	0	0	0	Symptoms of Cholera #CholeraWatch pic.twitter.com/uPO8Qd2h1p	2018-01-10 14:13:27	/tikambezambia/status/951094638881931264	tikambezambia	0.0
114	Margaret Samulela	951094543339966464	0	1	0	Long fight between/argument between two women. One is supposed to be a tailor, and took the other's chitenge 6 weeks ago but has not delivered. Tailor says 'townclosure' has affected her.  I refuse to be dragged into the issue. #CholeraWatch #Lusaka #Zambia	2018-01-10 14:13:04	/mangalita5/status/951094543339966465	mangalita5	-0.0875
115	Margaret Samulela	951092596771901440	0	1	0	Quick hair wash outside as one of the ladies keeps a look out for the 'Men in Uniform'.....if caught, we might 'sweep the streets' #CholeraWatch #Lusaka #Zambia	2018-01-10 14:05:20	/mangalita5/status/951092596771901440	mangalita5	0.16666666666666666
116	Media 365	951091645176532992	4	0	0	It's great to see the big corporates getting involved! #EndCholerainZambiaNow #CholeraWatch https://twitter.com/kprconsulting/status/951058164325273600 …	2018-01-10 14:01:33	/Media365Zambia/status/951091645176532992	Media365Zambia	0.4
117	Margaret Samulela	951090077467316224	0	1	0	Lady to plait found, price negotiated, wig bought, now to find a spot. Saloon crowded with ladies picked. #CholeraWatch #Lusaka #Zambia	2018-01-10 13:55:19	/mangalita5/status/951090077467316225	mangalita5	0.0
118	Margaret Samulela	951088492603428864	0	1	0	Afternoon at Town Centre - streets clean, even the guys look extra smart. Hair plaiting ladies still available outside Betsa #CholeraWatch #Lusaka #let'sendcholeranow	2018-01-10 13:49:01	/mangalita5/status/951088492603428866	mangalita5	0.1961904761904762
119	Henry Hank Voight	949386377585676288	0	0	0	Teargas is being thrown now- stay indoors... #NoClubbing #CholeraWatch #Zambia	2018-01-05 21:05:25	/chitaluCM/status/949386377585676290	chitaluCM	0.0
120	Mundia_Sitali	949363805498363904	1	0	0	I agree #CholeraWatch https://twitter.com/nyingilile92/status/948891083446128640 …	2018-01-05 19:35:44	/Mundia_10/status/949363805498363904	Mundia_10	0.0
121	The Dapi	949359098298068992	0	0	0	"Wash your hands like you are getting paid for it... #CholeraWatch #Cholera
#CholeraOutbreak"	2018-01-05 19:17:01	/Dapi1292/status/949359098298068992	Dapi1292	0.0
122	@RoseS	949356586908246016	1	0	2	Let there be no more deaths please Thanks to all the vigilant health practitioners who are helping contain the situation. #Zambia #CholeraWatch https://twitter.com/mwebantu/status/949345579037089793 …	2018-01-05 19:07:03	/RoseSibisi/status/949356586908246016	RoseSibisi	-0.024999999999999994
123	Ben  🇿🇲	949351828445155328	5	0	0	"#ZAMBIA: CHOLERA cases have increased from the 2, 091 reported yesterday to 2,205 today. No deaths have been recorded in the last 24hours.
#CholeraWatch https:
Source : @Mwebantu"	2018-01-05 18:48:08	/Ben_Matipa95/status/949351828445155328	Ben_Matipa95	0.0
124	Mwebantu	949345579037089792	7	3	22	"#ZAMBIA: CHOLERA cases have increased from the 2, 091 reported yesterday to 2,205 today. No deaths have been recorded in the last 24hours.
#CholeraWatch pic.twitter.com/4UBFJmisJc"	2018-01-05 18:23:18	/Mwebantu/status/949345579037089793	Mwebantu	0.0
125	Blessed 🇿🇲	949344577621823488	3	1	1	Awe am sure abasungu baletuseka #CholeraWatch	2018-01-05 18:19:19	/BleBleKasota/status/949344577621823488	BleBleKasota	0.5
126	Mwebantu	949322130243670016	9	1	16	#ZAMBIA: THE Apostolic Church in Zambia has also banned all church gatherings including Sunday services and mid-week Devine services in view of the cholera outbreak in Lusaka. District Apostle Charles Ndandula said this in a statement issued in Lusaka today. #CholeraWatch pic.twitter.com/hbGX5pEQBk	2018-01-05 16:50:08	/Mwebantu/status/949322130243670016	Mwebantu	0.0
127	Zambia	949278315604529152	0	0	0	#ZAMBIA: Pick-n-Pay-Woodlands Mall in Lusaka,Debonairs at Levy Mall closed. #CholeraWatch http://www.rightrelevance.com/search/articles/hero?article=26cb5192c1864d31b3221a950071a71c6530d00d&query=zambia&taccount=zambiarr …pic.twitter.com/s4miL5UvOy	2018-01-05 13:56:01	/ZambiaRR/status/949278315604529152	ZambiaRR	-0.1
128	Samuel Owusu | Sam-G	949273777686368256	7	1	3	#CholeraWatch let's educate ourselves on how to prevent and treat the problem... We can play the blame game later #ThisIsSerious	2018-01-05 13:37:59	/OwusuSamG/status/949273777686368257	OwusuSamG	-0.2
129	Callum la Grange	949260820336308224	0	1	1	@simunza happy new year. Have you seen an #dataviz for #CholeraWatch by any chance?	2018-01-05 12:46:30	/Calagra/status/949260820336308224	Calagra	0.4681818181818182
130	Emkwayi Very Nice Entertainment	949260000119132160	1	0	2	Comedy: @UncleChuwi explains the #WarAgainstCholera #stopcholera #CholeraWatch #Choleraoutbreak http://emkwayi.com/?p=237 pic.twitter.com/XvRDtuTJKG	2018-01-05 12:43:15	/EmkwayiVerynice/status/949260000119132161	EmkwayiVerynice	0.0
131	Kampamba Shula	949257126546993152	0	0	1	@UncleChuwi explains #WaragainstCholera #stopcholera #CholeraWatch #Choleraoutbreak https://youtu.be/q2e9X5bl_Wc  via @YouTube	2018-01-05 12:31:49	/MufasaShulizee/status/949257126546993152	MufasaShulizee	0.0
132	Chainga	949256467923849216	3	0	0	"I initially thought the @HungryLionZM cases were just isolated cases but no. Woodlands PnP Bakery, Debonairs Levy, Bakery in Matero have all tested positive of cholera. Let's ask ourselves, what's the common denominator? Lusaka water!
 #CholeraWatch"	2018-01-05 12:29:12	/Chaingaz/status/949256467923849217	Chaingaz	-0.04924242424242425
133	Mbuyu	949255369108459520	28	2	12	The worse thing about this whole Cholera crisis is knowing that after it is gone, we will carry own with our lives until the next outbreak. This reactive approach to problems is a shame. #CholeraWatch	2018-01-05 12:24:50	/mbuyu_/status/949255369108459520	mbuyu_	0.09999999999999999
134	Chainga	949255293153763328	3	1	0	Again there's a lot of unregulated septic tank system construction and water drilling in Lusaka which easily contributes to the contamination of groundwater. Here we need sustainable long term solutions however no one is talking about it. #CholeraWatch	2018-01-05 12:24:32	/Chaingaz/status/949255293153763329	Chaingaz	0.19166666666666668
135	Chainga	949253306450370560	4	1	2	Why is government protecting LWSC? They should get the whole blame and issue an apology. Sometimes last year, LWSC issued a statement saying their water was getting the contamination because of broken pipes between between Kafue and Lusaka. #CholeraWatch	2018-01-05 12:16:39	/Chaingaz/status/949253306450370561	Chaingaz	-0.06666666666666667
136	Chainga	949252131755823104	2	1	1	Fecal-oral route is the main transmission of Cholera here and Lusaka people have been drinking LWSC's contaminated water for a while now. Looking at the disease distribution, it can't be as a result of bad sanitation and hygiene practices. #CholeraWatch	2018-01-05 12:11:59	/Chaingaz/status/949252131755823104	Chaingaz	-0.2666666666666666
137	Kampamba Shula	949251459400560640	0	0	0	Uncle ChuWi explains the #waragainstcholera #stopcholera #CholeraWatch #Choleraoutbreak https://fb.me/2qoNQ8bRw 	2018-01-05 12:09:18	/MufasaShulizee/status/949251459400560641	MufasaShulizee	0.0
138	Mwebantu	949245705733988352	31	7	41	WATCH VIDEO: Minister of Health Hon Dr Chitalu Chilufya as he gives an update on Cholera.Woodlands Pick n Pay Bakery, Debonairs Levy, Bakery in Matero, test positive. #CholeraWatch pic.twitter.com/99UovMZvJn	2018-01-05 11:46:27	/Mwebantu/status/949245705733988358	Mwebantu	0.22727272727272727
139	Faith Tiu	949240156288110592	5	1	1	My new BFF #CholeraWatch pic.twitter.com/WzekirQMS8	2018-01-05 11:24:23	/SuperLadyFaith/status/949240156288110592	SuperLadyFaith	0.13636363636363635
140	 ⚡Nsatu-Rated ⚡	949232930362200064	0	0	0	#CholeraWatch Oh mayne  https://twitter.com/MaceWimbu/status/949208111583244288 …	2018-01-05 10:55:41	/Nsaatuu/status/949232930362200065	Nsaatuu	0.0
141	 ⚡Nsatu-Rated ⚡	949231831882354688	3	1	1	Now would be a good time for households to stock up enough food. A house arrest on all citizens could follow at this rate. #CholeraWatch	2018-01-05 10:51:19	/Nsaatuu/status/949231831882354689	Nsaatuu	0.21666666666666665
142	Mwebantu	949219146654519296	88	19	74	#ZAMBIA: Passengers on this bus from Kitwe to Lusaka, stand aside as health personal spray the bus after one of the passengers developed symptoms of Cholera. #CholeraWatch pic.twitter.com/2iQtCh6z2s	2018-01-05 10:00:54	/Mwebantu/status/949219146654519296	Mwebantu	0.05
143	Mwebantu	949160923754909696	20	1	22	#ZAMBIA: IN the wake of the cholera outbreak. Management at the University of Zambia have decided to close the learning institution with immediate effect. #CholeraWatch pic.twitter.com/ciYeUOI0qI	2018-01-05 06:09:33	/Mwebantu/status/949160923754909697	Mwebantu	0.0
144	#ZedHipHopRide	949151396510642176	0	0	1	"Let's keep our surroundings tidy always. 
#CholeraWatch"	2018-01-05 05:31:41	/DjSamiz/status/949151396510642176	DjSamiz	0.6
145	#ZedHipHopRide	949151105828585472	0	0	1	This is not fun let's pray for those infected,  remember if you are not infected you are affected. #CholeraWatch	2018-01-05 05:30:32	/DjSamiz/status/949151105828585472	DjSamiz	-0.15
146	Karen Nakawala	949777370084532224	0	0	0	Flying who....??? #CholeraWatch	2018-01-06 22:59:05	/karen_nakawala/status/949777370084532225	karen_nakawala	0.0
147	Chika Phiri	949727272453443584	0	0	0	Immediately #cholera #CholeraWatch https://twitter.com/karen_nakawala/status/949725858436190208 …	2018-01-06 19:40:01	/shibesa2/status/949727272453443584	shibesa2	0.0
148	Sylviah Ndlovhu	949718133299924992	0	0	0	So people think making jokes about cholera is cool? Okay #CholeraWatch	2018-01-06 19:03:42	/Ayam__Sylviah/status/949718133299924997	Ayam__Sylviah	0.425
149	Chika Phiri	949712951669387264	7	1	4	Just how safe is the Lusaka water company  water?@VincentMwale @KamizaChikula @ChaliPhiri @mwanawasaM #cholera #CholeraWatch	2018-01-06 18:43:07	/shibesa2/status/949712951669387264	shibesa2	0.5
150	Chalimba Phiri	949702686898876416	43	5	21	Not until he wakes up........#CholeraWatch pic.twitter.com/PIgIbu1qX0	2018-01-06 18:02:19	/ChaliPhiri/status/949702686898876416	ChaliPhiri	0.0
151	Former Lacazette	949702131732353024	0	0	0	Ba #Lusaka. Is Thornpark Market still open? #CholeraWatch	2018-01-06 18:00:07	/patpami/status/949702131732353024	patpami	0.0
152	HD	949689741930319872	1	0	0	ZNBC be announcing new Cholera infection/cases as if they are general elections results.....lol #CholeraWatch #CholeraOutBreak #cholera	2018-01-06 17:10:53	/Chisengakabz/status/949689741930319872	Chisengakabz	0.09318181818181819
153	Mr sichalwe	949688996896133120	6	2	2	@geshgroove are we saying as a country we do not have water engineers and epidemiologists who can deal with water purification for us to be engaging the so called experts from Israel #CholeraWatch	2018-01-06 17:07:55	/Chikoti88/status/949688996896133120	Chikoti88	0.4
154	 👑African Gentleman	949688951849340928	1	0	0	Really want to go see Jumanji  right now but #CholeraWatch 	2018-01-06 17:07:45	/McD_101/status/949688951849340930	McD_101	0.24285714285714285
155	Chika Phiri	949687008674410496	2	1	0	Why are public places open when the number of infections is increasing....what need to happen to realise this is serious #cholera #CholeraWatch	2018-01-06 17:00:01	/shibesa2/status/949687008674410497	shibesa2	-0.1111111111111111
156	Peter Kays Jr.   👑 🇿🇲	949686794903224320	48	0	14	The hygiene levels have gone up ... y’all should keep up even after this breakout.. #CholeraWatch	2018-01-06 16:59:10	/Peter_Kays/status/949686794903224320	Peter_Kays	0.0
157	Chalimba Phiri	949679036648902656	85	10	64	This is why we are failing to contain the cholera #CholeraWatch pic.twitter.com/KuQklq1qdU	2018-01-06 16:28:21	/ChaliPhiri/status/949679036648902656	ChaliPhiri	0.0
158	Chalimba Phiri	949677543917047808	0	0	0	@VincentMwale shut down these car wash, where do they get the water from #CholeraWatch	2018-01-06 16:22:25	/ChaliPhiri/status/949677543917047808	ChaliPhiri	-0.15555555555555559
159	Chishala Chitoshi Jr	949668443829260288	24	11	45	Kitwe DC has confirmed two cases of chorela in Kitwe,two children.... one is from Buchi while the other is from Zambia Compound. #CholeraWatch	2018-01-06 15:46:15	/geshgroove/status/949668443829260288	geshgroove	0.1375
160	Mwebantu	949666514780729344	17	0	7	#ZAMBIA: Press statement issued by @HungryLionZM #CholeraWatch pic.twitter.com/fEr2KfCmPQ	2018-01-06 15:38:35	/Mwebantu/status/949666514780729344	Mwebantu	0.0
161	Mwebantu	949647380227510272	22	12	51	#ZAMBIA:CHOLERA cases have increased from the 2,205 reported yesterday to 2,426 today. 3 deaths have been recorded and 156 new cases in the last 24hours.Ever since the disease broke out on October 6, 2017, 54 people have died countrywide. #CholeraWatch pic.twitter.com/ziDAP8shKR	2018-01-06 14:22:33	/Mwebantu/status/949647380227510277	Mwebantu	0.06818181818181818
162	ZEMA	949610596370173952	25	0	15	"Eight people arrested for indiscriminate disposal of waste by the Ngwerere Neighbourhood Association in Lusaka. #ZEMA thanks members of the  community for their vigilance in protecting our environment.  
#stopindiscriminatedisposalofwaste
#protectourenvironment
#CholeraWatch pic.twitter.com/poSPj5wVl0"	2018-01-06 11:56:23	/zemazambia/status/949610596370173962	zemazambia	0.0
163	 🇿🇲BUY ZAMBIAN 🇿🇲	949608090227310592	1	0	0	#CholeraWatch #CholeraOutBreak https://twitter.com/Mwebantu/status/949572656701083648 …	2018-01-06 11:46:26	/TopZedBrands/status/949608090227310592	TopZedBrands	0.0
164	Chishala Chitoshi Jr	949603396721487872	46	6	29	I took a walk somewhere near Mukuba Mall on Chiwala Road 2 hours ago and this is what I found.#CholeraWatch pic.twitter.com/lX85VJrFvq	2018-01-06 11:27:47	/geshgroove/status/949603396721487872	geshgroove	0.1
165	 🇿🇲BUY ZAMBIAN 🇿🇲	949602382111039488	0	0	0	#CholeraWatch #CholeraOutBreak #Kabwe #Zambiahttps://twitter.com/TopZedBrands/status/949600316487593984 …	2018-01-06 11:23:45	/TopZedBrands/status/949602382111039489	TopZedBrands	0.0
166	Mwebantu	949572656701083648	168	15	69	#ZAMBIA: TRADE Kings Foundation, part of Trade Kings Group (Zambia's largest FMCG manufacturer) has committed approximately K2,100,000 worth of products and supplies towards the Government's efforts to contain the spread of cholera. #CholeraWatch pic.twitter.com/67NTceOckE	2018-01-06 09:25:38	/Mwebantu/status/949572656701083648	Mwebantu	-0.05000000000000002
167	Mark Aston	949533706754117632	0	0	0	#cholerawatch	2018-01-06 06:50:51	/kenny_kench/status/949533706754117632	kenny_kench	0.0
168	CMK	949532578863878144	1	0	0	Whilst we ouchea steady advising each other to self medicate using antibiotics. Social media will be the death of us. #CholeraWatch	2018-01-06 06:46:22	/nanakicksbutt/status/949532578863878144	nanakicksbutt	0.024999999999999994
169	i_am_mjay	949529984032440320	0	0	0	Word is 2 people from nakodoli market in chimwemwe here in kitwe were found with cholera and taken to kitwe central hospital around 14.... hope this isn’t true though?!  #cholera #CholeraWatch	2018-01-06 06:36:04	/Its_MissPatron/status/949529984032440320	Its_MissPatron	0.21875
170	Boz Zambia	951921397177159680	0	0	0	#CholeraWatch Zambian.. I hope this is not true  pic.twitter.com/oo2HknYTG9	2018-01-12 20:58:41	/MpakaDerrick/status/951921397177159682	MpakaDerrick	-0.175
171	Shelly VanB	951912877929066496	0	0	0	Some of these prevention tips are unavailable to the communities I love. #CholeraWatch https://twitter.com/zanacoplc/status/951760137114529792 …	2018-01-12 20:24:50	/ShellyYXE/status/951912877929066496	ShellyYXE	0.5
172	ZASA Magazine	951900150955495424	0	0	0	#CholeraWatch #cholera #EndCholera #Zambiahttps://twitter.com/zanacoplc/status/951760137114529792 …	2018-01-12 19:34:16	/ZASAMagazine/status/951900150955495425	ZASAMagazine	0.0
173	Chalimba Phiri	951888494879760384	2	0	0	Security guards at shops now have added responsibilities of spraying sanitizers #CholeraWatch	2018-01-12 18:47:57	/ChaliPhiri/status/951888494879760384	ChaliPhiri	0.0
174	Stukie, MD	951867501645848576	3	0	4	"I haven't used hand sanitizer in 2 hours. I am failing at life.

Pro tip: Make sure to wash your hands after every third application.
#CholeraWatch"	2018-01-12 17:24:31	/DocStukie/status/951867501645848576	DocStukie	0.25
175	Kasi	951847643843579904	0	0	0	Maweh! We have to clorinate laundry water too now. #fightingcholera #CholeraWatch pic.twitter.com/sPB78UssG8	2018-01-12 16:05:37	/kasi_ck/status/951847643843579904	kasi_ck	0.0
176	Patrick Hill	951841435170607104	0	1	0	No we don't agree with your statement.  #cholerawatch	2018-01-12 15:40:57	/patr1ckph1r1/status/951841435170607104	patr1ckph1r1	0.0
177	Langmead & Baker	951831063168417792	1	0	0	"Our hero for today is Veronica Hamasaka from Lusaka’s Mtendere area. She joined Manja Pamodzi to make a better and sustainable world by picking up litter for reuse.
#CleaningLusaka #wastemanagement #BeTheChange #ManjaPamodzi #PickDropCare #CholeraWatch #Zambiapic.twitter.com/6OBMeAqdW3"	2018-01-12 14:59:44	/LBComms/status/951831063168417792	LBComms	0.5
178	TheeAwesomeGuy	951822098007248896	0	0	0	#EndCholera #CholeraWatch	2018-01-12 14:24:06	/Burtondbenglish/status/951822098007248896	Burtondbenglish	0.0
179	Leo.. 🖌	951813987187949568	0	0	0	#CholeraWatch #cholera bravo Hungry Lionpic.twitter.com/53P9TyjGQm	2018-01-12 13:51:53	/LeoChibomba/status/951813987187949568	LeoChibomba	0.0
180	Mwebantu	951810333013872640	1	0	2	#ZAMBIA: Zambia Police Service officers mobilize to quell riots that broke out in Lusaka's Kanyama on January 12, 2018. #CholeraWatch #EndCholera (Picture by Salim Dawood)pic.twitter.com/uIMmn76ZHv	2018-01-12 13:37:21	/Mwebantu/status/951810333013872640	Mwebantu	0.0
181	Mwebantu	951809059279261696	12	5	3	"#ZAMBIA: Paramilitary Police officers patrol Chibolya in the wake of riots that erupted in the area on January 12, 2018.
#CholeraWatch #EndCholera (Picture by Salim Dawood)pic.twitter.com/zgr4jsi2BH"	2018-01-12 13:32:18	/Mwebantu/status/951809059279261696	Mwebantu	0.0
182	Mwebantu	951808454406045696	2	0	3	"#ZAMBIA: Teargas fume discharged by Police in Lusaka's Chibolya on January 12, 2018. #CholeraWatch #EndCholera
(Picture by Salim Dawood)pic.twitter.com/pzxux5KJ9C"	2018-01-12 13:29:53	/Mwebantu/status/951808454406045697	Mwebantu	0.0
183	Mwebantu	951808126679945216	2	0	1	#ZAMBIA: Burning tyres set alight by Kanyama residents on January 12, 2018. #CholeraWatch #EndCholera (Picture by Salim Dawood)pic.twitter.com/sHQvU92qV9	2018-01-12 13:28:35	/Mwebantu/status/951808126679945216	Mwebantu	0.0
184	Victor	951798402823741440	0	0	0	If somebody extends their arm to shake hands... Ask them what are they doing and encourage use of handsanitizers #CholeraWatch	2018-01-12 12:49:57	/Mutshiya/status/951798402823741440	Mutshiya	0.0
185	Isaac McKatney	951795977895149568	0	0	0	First it was #CholeraWatch, now Riots in Lusaka. Let's be honest. Something big is happening behind the scenes, and poor citizens who know nothing will happen to suffer at the hands of those who have the power.	2018-01-12 12:40:19	/isaackatney/status/951795977895149569	isaackatney	0.009999999999999986
186	Mwebantu	951793194420883456	0	0	3	"#ZAMBIA:""Countrywide – we have a cumulative total of 3077 cases and 70 deaths."" #EndCholera #CholeraWatch"	2018-01-12 12:29:15	/Mwebantu/status/951793194420883456	Mwebantu	0.0
187	Mwebantu	951792515530854400	2	1	3	"#ZAMBIA: ""A total of 3 suspected cases have been recorded in the last 24 hrs. in other districts (1 in Pemba and 2 in Senanga);  Cumulative total cases 152 cumulative death is at 5 outside Lusaka District."" #EndCholera #CholeraWatch"	2018-01-12 12:26:33	/Mwebantu/status/951792515530854400	Mwebantu	-0.025
188	Fairy Bottling	951792160587894784	1	0	0	Our products are regulated to meet utmost quality & safety standards when they are bottled & sealed from the factory. Due to the current situation be sure to buy bottled beverages that have fully sealed caps before drinking them to avoid contamination #CholeraWatch #FairyBottlingpic.twitter.com/2H4QFfcMBD	2018-01-12 12:25:09	/FairyBottlingZm/status/951792160587894786	FairyBottlingZm	0.125
189	Mwebantu	951791809881100288	2	0	1	"#ZAMBIA: ""The cumulative death toll in Lusaka district stands at 65 with 1 death recorded in the last 24 hrs."" #EndCholera #CholeraWatch"	2018-01-12 12:23:45	/Mwebantu/status/951791809881100290	Mwebantu	0.0
190	Jelena Kraljic	951791615064051712	0	0	0	"Can’t say I didn’t see it coming.
Riots have started after all this clean up business! What did they expect after years of not having systems in place? #cholerawatch #zambia2018"	2018-01-12 12:22:59	/Jellzk/status/951791615064051712	Jellzk	0.45833333333333337
191	Mwebantu	951791574018592768	11	1	6	"#ZAMBIA: ""Of the 182, 47 are admitted to the Cholera treatment units and 135 at Heroes Cholera Hospital. Cumulatively Lusaka has recorded 2927 cases, 2664 of whom were successfully treated and discharged as at 06:00 AM today;"" #EndCholera #CholeraWatch"	2018-01-12 12:22:49	/Mwebantu/status/951791574018592768	Mwebantu	0.75
192	Mwebantu	951790426108854272	4	1	2	"#ZAMBIA: ""Today, 12th January 2018, 06:00 AM, Lusaka district has recorded 87 new cases (14 children & 73adults); Total under treatment 182,"" #EndCholera #CholeraWatch"	2018-01-12 12:18:15	/Mwebantu/status/951790426108854272	Mwebantu	0.06818181818181818
193	Yvetty Mununga	951785284957556736	1	0	1	"""#ZAMBIA: RIOTING Kanyama residents have set alight one of the donated trucks used to collect garbage in the wake of a Cholera outbreak. #EndCholera #CholeraWatch"" but why aii?? Yes we get it they are angry but not this"	2018-01-12 11:57:49	/YvettyMununga/status/951785284957556736	YvettyMununga	-0.5
194	BK	951782000268120064	0	0	0	"I was trying to prophecy. I saw this coming last year. .. People are now dying over a big bite.

#cholerawatch https://fb.me/2yuG5ywOh "	2018-01-12 11:44:46	/LarryTepa/status/951782000268120064	LarryTepa	0.0
195	No Vundu	951777924000165888	0	0	0	#cholerawatch...Kanyama riots...it was just a matter of time...and now let the blame game begin..	2018-01-12 11:28:34	/uwachikata/status/951777924000165888	uwachikata	-0.4
196	Lucy Yekha	951772172770529280	0	0	0	Lee Sicca, a Chinese shop at Jacaranda Mall, Ndola has been found with cholera. #Choleraalert #CholeraWatch	2018-01-12 11:05:43	/yekha/status/951772172770529280	yekha	0.0
197	Ma'at Ra  🇿🇲	951763929952288768	0	1	0	By the ballot or bullet  the bible or the gun, any which way freedom must come. #CholeraWatch	2018-01-12 10:32:58	/Charles_tocsic/status/951763929952288768	Charles_tocsic	0.0
198	Maka Silungwe	951758223685668864	1	0	0	"Better ways to air their views. Shouldn't have burnt the garbage truck .At the end of the road people will complain  of  uncollected garbage.
#CholeraWatch #Zambia #zambia cholera"	2018-01-12 10:10:17	/silungwe1/status/951758223685668864	silungwe1	0.5
199	Denis| TN	951755766368751616	0	0	0	Kanyama residents riot escalates, garbage truck set alight. As Zambia continue efforts 2 curb cholera #CholeraWatch #EndCholera @hobsonposthttps://twitter.com/ChronicleZim/status/951738368328654850 …	2018-01-12 10:00:32	/deni3000/status/951755766368751616	deni3000	0.0
200	Chi Mwe Mwe°	951753236100403200	0	0	0	Zambia Police Vs The Kanyamans #CholeraWatch #CholeravsLusaka	2018-01-12 09:50:28	/EscobarChim/status/951753236100403200	EscobarChim	0.0
201	Mwashi Caps Mambwe	951750934803173376	1	0	0	"We are winning the fight!
#EndCholera
#CholeraWatch https://twitter.com/Mwebantu/status/951744262647017472 …"	2018-01-12 09:41:20	/MwashiCaps/status/951750934803173376	MwashiCaps	0.625
202	RhodesianTruths	951745141357842432	1	0	0	Places like Chalala and Meanwood where everyone has a borehole the council or the local community need to create a central water supply #CholeraWatch	2018-01-12 09:18:18	/RhodesianTruths/status/951745141357842432	RhodesianTruths	0.0
203	RhodesianTruths	951744725903708160	0	1	0	Markets like Northmead market need to be broken down, no temporary structures in the CBD #CholeraWatch	2018-01-12 09:16:39	/RhodesianTruths/status/951744725903708160	RhodesianTruths	-0.2777777777777778
204	RhodesianTruths	951744265725595648	4	2	0	Plastics and street vending need to be banned permanently in Zambia #CholeraWatch	2018-01-12 09:14:50	/RhodesianTruths/status/951744265725595648	RhodesianTruths	0.0
205	Mwebantu	951744262647017472	28	14	20	#ZAMBIA: The treasury has released about K 49,927,041.41 (US$ 4.9 million) to fight Cholera outbreak. #EndCholera #CholeraWatch	2018-01-12 09:14:49	/Mwebantu/status/951744262647017472	Mwebantu	0.0
206	Mwebantu	951743074652352512	2	0	2	#ZAMBIA: ANTI-riot police keep watch over demonstrators in Kanyama where a riot broke out this morning after security forces attempted to enforce SI No.79, in the wake of a Cholera outbreak. #EndCholera #CholeraWatch pic.twitter.com/3RLph2UHhP	2018-01-12 09:10:06	/Mwebantu/status/951743074652352518	Mwebantu	0.0
207	Ma'at Ra  🇿🇲	951739395073302528	0	0	0	Bill Gates says Vaccines are used for depopulation then he donates vaccines #CholeraWatch #VaccinesWorkpic.twitter.com/KtnzlEXubJ	2018-01-12 08:55:28	/Charles_tocsic/status/951739395073302528	Charles_tocsic	0.0
208	Mwebantu	951735892737183744	10	2	20	#ZAMBIA: KANYAMA residents this morning rioted after security forces operating in area attempted to close an illegal market near Total filling station in the implementation of SI No.79, in the wake of a Cholera outbreak. #EndCholera #CholeraWatch pic.twitter.com/OEoUZmU5I9	2018-01-12 08:41:33	/Mwebantu/status/951735892737183744	Mwebantu	-0.13333333333333333
209	Mwebantu	951732632190058496	45	54	55	#ZAMBIA: UPDATE:RIOTING Kanyama residents have set alight one of the donated truck used to collect garbage in the wake of a Cholera outbreak. #EndCholera #CholeraWatch pic.twitter.com/jl2MBBs9sb	2018-01-12 08:28:36	/Mwebantu/status/951732632190058496	Mwebantu	0.0
210	Makumba	952285906228142080	0	0	0	We can build on what is being done.  Obviously, we dont know what will happen in october, 2018. Fair to say, Let us be more + z is ours to yake Care of. #CholeraWatch	2018-01-13 21:07:07	/MMusambachime/status/952285906228142080	MMusambachime	0.39999999999999997
211	Makumba	952285170861838336	1	0	1	Thats fairly sensible.  I will do on Monday.  #CholeraWatch	2018-01-13 21:04:11	/MMusambachime/status/952285170861838336	MMusambachime	0.7
212	Mubanga Mumbi	952282076220452864	0	0	0	Prayer and fasting to start on the 15th to the 21st. #CholeraWatch	2018-01-13 20:51:54	/mubanga7th/status/952282076220452864	mubanga7th	0.0
